Trading Name,Trading Code,RIC,Mkt Cap ($M),Tot. Rev ($M),P/E,Yield (%),Sector,GTI Score
UtdHampshReitUSD,ODBU,UNIE.SI,363.905,,,6.59,Real Estate,
V2Y Corp,V2Y,V2YC.SI,17.13,,,,Insurance,70
Vallianz,WPC,VHLD.SI,49.223,223.171,,,Transportation,68
ValueMax,T6I,VAMG.SI,251.426,276.113,6.08,5,Banking & Investment Services,56
Valuetronics,BN2,VLUE.SI,267.913,390.395,8.36,5.38,Technology Equipment,70
VCPlus,43E,VCPL.SI,109.164,0.043,,,Mineral Resources,76
Venture,V03,VENM.SI,5525.353,3012.894,18.55,3.96,Technology Equipment,94
Versalink,40N,VERS.SI,13.095,11.42,,,Industrial & Commercial Services,65
Vibrant Group,BIP,VIBR.SI,69.097,145.15,,,Transportation,46
VibroPower,BJD,VIBO.SI,4.935,12.293,,,Industrial Goods,69
VICOM Ltd,WJP,VCOM.SI,733.956,86.452,29.97,3,Industrial & Commercial Services,
Vicplas Intl,569,VICP.SI,125.045,98.199,16.52,1.53,Healthcare Services,52
Viking Offshore,557,VIKO.SI,4.328,16.011,,,Energy - Fossil Fuels,71
Vividthree,OMK,VIVI.SI,17.035,2.027,,,Cyclical Consumer Services,46
Wee Hur,E3B,WHHL.SI,187.183,189.945,6.46,2.5,Industrial & Commercial Services,63
Willas-Array,BDR,0854.HK,355.313,3557.935,3.84,7.91,Technology Equipment,72
Wilmar Intl,F34,WLIL.SI,30416.154,67074.32,14.83,2.74,Food & Beverages,78
Wilton Resources,5F7,WILT.SI,71.76,0.481,,,Mineral Resources,61
Wing Tai,W05,WTHS.SI,1373.494,430.949,122.52,1.73,Real Estate,91
Wong Fong Ind,1A1,WONG.SI,35.25,49.278,17.01,2.87,Industrial Goods,67
World Class Gbl,1E6,WORL.SI,108.989,,,,Real Estate,62
World Precision,B49,WPML.SI,130,243.179,6.3,4.78,Industrial Goods,56
XMH,BQF,XMHL.SI,15.459,53.313,,,Industrial Goods,64
Y Ventures,1F1,YVEN.SI,18.02,46.488,17.08,,Software & IT Services,67
Yamada Green Res,BJV,YAMR.SI,57.256,13.094,,,Food & Beverages,33
Yanlord Land,Z25,YNLG.SI,2513.869,4958.343,4.64,5.27,Real Estate,58
Yeo Hiap Seng,Y03,YHSS.SI,548.016,321.868,,2.12,Food & Beverages,73
YHI Intl,BPF,YHII.SI,134.456,422.795,7,7.17,Automobiles & Auto Parts,61
Yinda Infocomm,42F,YIND.SI,190.944,6.165,,,Telecommunications Services,68
Ying Li Intl,5DM,YING.SI,202.006,47.895,,,Real Estate,66
Yoma Strategic,Z59,YOMA.SI,313.246,126.284,,,Real Estate,101
Yongmao,BKX,YNMH.SI,71,162.742,10.3,1.25,Industrial Goods,64
Yongnam,AXB,YNAM.SI,44.223,92.85,,,Industrial & Commercial Services,71
Yunnan Energy,T43,1298.HK,470.997,60.988,,,Technology Equipment,43
YuuZoo Networks,AFC,YUUZ.SI,28.956,15.733,,,Software & IT Services,-12
YZJ Shipbldg CNY,SO7,,,,,,,
YZJ Shipbldg SGD,BS6,YAZG.SI,5841.893,2895.853,9.6,3.06,Industrial Goods,74
Zheneng Jinjiang,BWM,ZHEN.SI,581.61,639.467,8.58,,Industrial & Commercial Services,70
Zhongmin Baihui,5SR,ZBRG.SI,134.479,255.034,11.34,3.65,Retailers,63
Zhongxin Fruit,5EG,ZHON.SI,42.218,23.889,,,Food & Beverages,52
ZICO Hldgs,40W,ZICO.SI,26.163,,,,Banking & Investment Services,64
